PREFIX,ITEM,DESCRIPTION,WEIGHT
470,10007,TRIPLE RAIL FREESTANDING,0.01
07,100074,BEAM STEEL W8INX10INHX4FT,40
07,100075,BEAM STEEL W8IN X10INH X5FT,50
010,100076,I-BEAM 3.3M,100
07,100077,BEAM STEEL W8INX10INH X 6FT,60
07,100078,BEAM STEEL W8INX10INH X 8FT,80
07,100079,BEAM STEEL W8INX10INH X 12FT,120
470,10008,DECKING,0.01
470,10009,SHEDS ENCLOSED SCAFFOLD STRUCTURE,0.01
07,100094,"PLYWOOD 2X8X3/4""",83.2
07,100095,"PLYWOOD 4X8X 3/4""",75
07,100096,DO NOT USE,62.4
07,100097,"MUD SILL 10""X12""X12""",1
470,10010,STAIRCASE,0.01
07,100101,PLYWOOD 4FT X 4FT X 3/4IN,1
470,10011,FLAMEPROOF TARPAULIN,0.01
470,10012,ADDITIONAL LADDERS,0.01
07,100120,PLYWOOD 18MM X 4' X 8',62
07,100122,LADDER SCAFFOLD 4 FT PAINTED,11.5
470,10013,PULLEY AND ROPE,0.01
07,100137,"BEAM STEEL W 24"" X 62"" X 38'",2356
07,100138,PLYWOOD HDO 100/30 FOR 2' X 4' DEK,11
07,100139,PLYWOOD HDO 100/30 FOR 2'X 6' DEK,17.25
470,10014,LADDER AND CAGE,0.01
07,100144,RACK 4' X 3' (CH),104
470,10015,INSTALLATION OF YO YO,0.01
07,100150,PLYWOOD 1'X 4',6.5
07,100151,"PLYWOOD 4 X 8 X 3/4"" FIRE TREATED",76
07,100152,INERTIA REEL,20
07,100153,HEAVY DUTY GUARD RAIL BASE PLATE,48
470,10016,SWING GATES,0.01
470,10017,ADDTI'L SAFETY WRAP,0.01
07,10018,USED IN FORT MCMURRAY,0.01
700,10019,OTHER INSULATION EQUIP IN RATE,0.01
07,10020,USED IN FORMAC,0.01
SW71,1002157,"FRAME 31"" X 5' GALV.",32
060,100238,TOP CHORD 2.434M (TRUSS I),22.49
05,1003,FRAME SCAFD. ARCH 5W X 10H,75
SW71,1003157,FRAME 3' X 5' GALV.,35
110,100321,"COIL NUT 1 1/2""",1.65
470,10037,INDEPENDENT SCAFFOLD,0.01
470,10038,FLAMEPROOF CORRUGATED SHEET,0.01
470,10039,FLAMEPROOF PLASTIC SHEET,0.01
470,10040,WEATHER DELAY,0.01
470,10041,PERMIT DELAY,0.01
470,10042,EQUIPMENT DELAY,0.01
470,10043,SAFETY DELAY,0.01
470,10044,WORK RELEASE DELAY,0.01
480,10045,SAFETY MEETING,0.01
240,100451,"HI FLYER CASTELITED BEAM 25"" DEEP X 20'",800
480,10046,TRAVEL TIME,0.01
480,10047,PERMIT,0.01
480,10048,JOB WALK,0.01
480,10049,JSA,0.01
480,10050,ADDITIONAL PPE,0.01
480,10051,WRENCH TIME ,0.01
SW71,1005157,FRAME 5' X 5' GALV.,44
480,10052,BREAK ,0.01
07,100529,"HS LOOP TIE 6"" ",0.24
480,10053,MATERIAL HANDLING,0.01
480,10054,WORK ALREADY COMPLETED,0.01
480,10055,WAITING FOR INSPECTION,0.01
480,10056,SCOPE CHANGE,0.01
480,10057,MATERIAL DELAY ,0.01
480,10058,PLANNING ERROR,0.01
480,10059,UNFORSEEN SAFETY (EVAC),0.01
480,10061,SCHEDULING ERROR ,0.01
SW71,1006198,"FRAME ARCH  6'6"" GALV.",54.5
480,10063,OTHER ,0.01
SW71,1006305,"FRAME ARCH 10'0"" GALV.",75
470,10065,SON PREMIUM TIME - DAYS,0.01
470,10066,SON PREMIUM TIME - NIGHTS,0.01
470,10067,SUPERVISION,0.01
110,100673,"TAPER TIE 80"" 1 1/4"" TO 1""",26.7
470,10068,TRAINING,0.01
470,10069,ADMIN,0.01
470,10070,FIREPROOFING,0.01
470,10071,FIREPROOFING - PREP,0.01
470,10072,FIREPROOFING - PYROCRETE,0.01
470,10073,FIREPROOFING - FINISH,0.01
010,100751,BEAM ANTHES 30',98.4
07,100752,FLIPPER POCKET,0.5
020,10076,ADJUSTABLE STEEL PACKER 625MM-1125MM,23.19
020,10077,ADJUSTABLE STEEL PACKER 425MM-725MM,18.52
020,10078,ADJUSTABLE STEEL PACKER 325MM-525MM,16.31
07,100789,ANGELWING,1
020,10079,STRUT SHOE (STEEL),10.03
110,100794,"THIN SLAB LIFTING INSERT 1 1/4"" X 4""",1.41
020,10080,STL.ROD STAB W/2 HNDL NUT ASSY 1M,13.43
020,10081,PLUMBING STRUT 1.03M-1.73M,29.78
020,10082,UNIVERSAL STRUT BRACKET (STEEL),4.85
020,10083,PLUMBING STRUT 2.25M-3.1M,60.8
020,10084,ADJ. HINGE BRACKET 325MM-675MM HIGH,11.95
020,10085,RETAINING WALL BRKT ASS'Y 4.6M,241.25
020,10086,KICKER ASSEMBLY 3M,13.14
020,10087,KICKER ASSEMBLY 2.4M,10.6
020,10088,KICKER ASSEMBLY 1.4M,6.24
020,10089,HD OUTER PIPE ASSEMBLY 3M,46.52
020,10090,HD OUTER PIPE ASSEMBLY 2M,32.74
020,10091,HD SHORING PIPE ASSEMBLY 2M,35.76
SW71,1009198,"FRAME SYSTEMS 6'6""",54
020,10092,HD INNER PIPE ASSEMBLY 1M,11.11
020,10093,HD SCREWJACK ASSEMBLY .8M,15.01
020,10094,25K O/S CORNER S/B ASS'Y 4.5M,44.65
020,10095,PIPE BRACKET NARROW 6.5,5.65
020,10096,PIPE BRACKET WIDE 7.5,6.8
250,10097,"30"" CAP.ENTRY PANEL 18/20""X29 1/4""",130
250,10098,BEARING CAP JACK EXT. W/BOTTOM PLATE,11
020,10099,CHANNEL 55K CENTER LINE HOLE 4.86M,67.5
011,101,BEAM ANTHES 8FT,30
020,10100,CHANNEL 55K CENTER LINE HOLE 3.6,50
020,10101,CHANNEL 55K CENTER LINE HOLE 1.8M,25
020,10102,CHANNEL 55K CENTER LINE HOLE .72M,10
020,10103,25K O/S CORNER SB ASSEMBLY 3M,29.23
020,10104,25K O/S CORNER SB ASSEMBLY 1.2M,23.39
07,10105,"BUSHING .625""ODX.5""ID .33"" LONG ALUM.BRONZE",0.01
07,10106,"1/2""-13 UNC HEX NUT GR.5 PLATED",0.04
2101,1010600,FRAME 4'W X 4'H,48
020,10107,25K O/S CORNER SB ASS'Y 2.5M,24.36
020,10108,25K O/S CORNER SB ASS'Y 2.6M,25.33
060,10109,TRUSS WHEEL ASSEMBLY,29.68
060,10110,STACK TRUSS CONNECTOR 1.05M,5.93
2101,1011000,"SCREWJACK 24"" (SC2)",10
060,10111,140-18MM HINGE RAIL BEAM .90M,6.15
060,10112,140-18MM HINGE RAIL BEAM 1.5M,10.27
060,10113,140-18MM HINGE RAIL BEAM 5.7M,39.06
060,10114,140-18MM HINGE RAIL BEAM 6.9M,47.28
060,10115,BEAMSIDE CHAMFER HINGE .90M,3.9
020,10116,ADJ.STEEL PACKER 325MM-525MM/A'LITE TRUSS,15.28
020,10117,25K OUTSIDE CORNER ASS'Y 4.68M,46.44
060,10118,BEAMSIDE FORM LATCH .60M,2.12
040,10119,HH BLT ASSY 3/8X4 FT GR8.8 ELECTROPLATE,0.24
060,10120,122-18MM HINGE RAIL BEAM 3.45M,23.74
060,10121,140-18MM HINGE RAIL BEAM .60M,4.12
SW71,1012157,"FRAME 31"" X 5' PTD.",32
020,10122,HIGH HINGE BRACKET .465M (METAL ONLY),10.14
060,10123,140-18MM HINGE RAIL BEAM 2.1M,14.4
060,10124,LATCH ANCHOR BEAMSIDE FORM W/BLT SLT .60M,1.57
060,10125,BEAMSIDE CHAMFER HINGE .60M,2.62
060,10126,LATCH BEAMSIDE FORM W/BLT SLT .60M,2.2
07,10127,HIGH STEEL PACKER .205M (METAL ONLY),13.58
010,10128,140 BEAM 2.65M,18.34
010,10129,140 BEAM 5.35M,37.04
031,10130,165 STRINGER 2.45M,28.84
031,10131,165 STRINGER 3.05M,35.91
SW71,101313,"EIW SPEC. 31""W X 3'H FRAME",19
SW71,1013157,FRAME 3' X 5' PTD.,31
060,10132,BEAM INSIDE CORNER ASS'Y 270X270X372MM LONG,8.82
020,10133,35K STRONGBACK T SHAPE CONNECTOR,15.96
020,10134,55K RA GLIDE PLATE(55K 90 DEG.SPLICE PLATE),12.85
2101,1013400,"U-HEAD 8""X8"" (F/ S/J)",12.5
020,10135,STEEL PLATE 150X150X6MM,2.34
020,10136,25K O/S CORNER SB ASSY 100X100X7  3.06M,85.87
020,10137,STRONG BACK SHOE STEEL,3.37
020,10138,STRONG BACK SHOE ASS'Y STEEL,3.73
020,10139,CHANNEL 55K CENTER LINE HOLE 1.08M,14.99
05,1014,GOOSER SCAFD.DIAG 7WX5H,21
020,10140,CHANNEL 55K CENTER LINE HOLE 1.26M,17.5
020,10141,CHANNEL 55K CENTER LINE HOLE 1.62M,22.51
020,10142,CHANNEL 55K CENTER LINE HOLE 1.98M,27.49
2101,1014200,"DRILLED RIVET 5/8"" (HI-LOAD)",0.25
020,10143,CHANNEL 55K CENTER LINE HOLE 2.7M,37.5
2101,1014300,BRIDGE PIN (HI-LOAD),0.03
020,10144,CHANNEL 55K CENTER LINE HOLE 7.74M,107.5
0199,1014400,(R) CONNECTOR PIN (HI-LOAD),2
110,10145,"SHE BOLT 1 1/2"" X 16'",7
110,10146,"PLATE WASHER 3/4""X5""X5"" W/ 1 8/16"" HOLE",5.4
2101,1014600,NAILING PLATE (FRAME),1.5
110,10147,"PLATE WASHER 3/8""X5""X5"" W/ 13/16"" HOLE",3.42
110,10148,"TAPER TIE 1 1/2"" TO 1 1/4"" X 36""",9.37
3180,10149,"CONT. THREADED COIL ROD 3/4""X2.8M (110.2"")",12.04
3180,10150,"CONT. THREADED COIL ROD 3/4""X3.2M (126"")",13.76
110,10151,"TAPER TIE 1/2"" TO 3/4"" X 30""",2.64
SW71,1015157,FRAME 5' X 5' PTD.,44
SW71,1015157M,FR MASON 5'H X 5'W,37
110,10152,"PLATE WASHER 1/2""X5""X5"" W/ 13/16"" HOLE",3.2
110,10153,"WING NUT 1/2"" (D6M)",0.75
110,10154,"PLATE WASHER 3/8"" X 5X5 W/ 1-1/16"" HOLE",3.42
110,10155,"PLATE WASHER 3/4"" X 7X7 W/ 1-9/16"" HOLE",5.4
110,10156,"PLATE WASHER 3/4"" X 7X7 W/ 1-5/16"" HOLE",5.4
110,10157,PLUMBING STRUT 1.5M TO 2.3M F105,41.15
020,10158,STRUT SHOE BASE BRACKET,10.02
020,10159,UNIVERSAL STRUT BRACKET,4.85
110,10160,PLUMBING STRUT F103 2.25M TO 3.1M,60.75
110,10161,PLUMBING STRUT F104 1.03M TO 1.73M,29.76
SW71,1016198,"FRAME ARCH  6'6"" PTD.",54.5
SW71,1016198A,"5' W 6'4"" H FRAME OPEN GALV AL",0
060,10162,STACK TRUSS CONNECTOR 1.2M,14.44
110,10163,"TAPER TIE 3/4"" TO 1"" X 1.8M",15
110,10164,"TAPER TIE 3/4"" TO 1"" X 2.1M",17.5
110,10165,"TAPER TIE 3/4"" TO 1"" X 2.4M",20
110,10166,"TAPER TIE 3/4"" TO 1"" X 2.6M",21.67
110,10167,"TAPER TIE 3/4"" TO 1"" X 2.8M",23.33
3180,10168,"CONT. THREADED COIL ROD 1"" X 1,8M (70.87"")",15.28
3180,10169,"CONT. THREADED COIL ROD 1"" X 2.1M (82.68"")",17.82
3180,10170,"CONT. THREADED COIL ROD 1"" X 2.4M (94.49"")",20.37
3180,10171,"CONT. THREADED COIL ROD 1"" X 2.6M (102.4"")",22.07
3180,10172,"CONT. THREADED COIL ROD 1"" X 2.8M (110.2"")",23.77
3180,10173,"CONT. THREADED COIL ROD 1"" X 3.2M (126"")",27.16
240,10174,"HI FLYER CASTELITED BEAM 36"" DEEP X 16'",1002.2
031,10175,STRINGER 165 4M,47.09
020,10176,25K O/S CORNER SB ASSY 5.58M,55.37
240,10177,HF.MOD. ROLLER W/BEAM ROLLER GUIDE(HILMAN),80
031,10178,STRINGER 165 2.2M,25.9
07,10179,INSIDE TUBE QUICK BRACE FRAME,4.42
07,10180,THUMB SCREW QUICK BRACE FRAME,0.06
020,10181,CHANNEL 25K/1 BOLT SLOT 7.56M,61.38
020,10182,CHANNEL 25K/1 BOLT SLOT 9M,73.08
020,10183,CHANNEL 25K/1 BOLT SLOT 7.38M,59.92
010,10184,122 BEAM 9M,56.15
250,10185,BEAM FORM 14/16X29.25X7'(GRG.BM),635
250,10186,BEAM FORM 14/16X29.25X8'(GRG.BM),700
250,10187,BEAM FORM 14/16X29.25X10'(GRG.BM),875
250,10188,"END BEAM 14/16X29.25X11""(GRG.BM)",68
250,10189,BEAM FORM TOW PRONG (GRG.BM),25
250,10190,SHORING STRIPPING SADDLE(GRG.BM),9
250,10191,"SHORING FRAME 5'WX5'9""(GRG.BM)",75
250,10192,"SHORING FRAME 24"" EXTENSION(GRG.BM)",17.1
250,10193,CROSSBRACE 4X10 (GRG.BM),16.5
250,10194,CROSSBRACE 4X7 (GRG.BM),13
250,10195,CROSSBRACE 4X8 (GRG.BM),14
250,10196,STD PUSH/PULL BRACE-LONG(GRG.BM),45
250,10197,ANTI ROLL SCREWJACK-TOP JACKGRG.BM),26.2
250,10198,"36"" BOTTOM JACK W/BASE(GRG.BM)",20.01
250,10199,SCREWJACK RETAINER COLLAR(GRG.BM),2
011,102,BEAM ANTHES 7 1/2IN X 4FT,17
250,10200,SCREWJACK RETAINER PRONG(GRG.BM),2
250,10201,SHORING SADDLE HINGE PLATE(GRG.BM),10.75
020,10202,CHANNEL 25K/1 BOLT SLOT 6.84M,55.54
250,10203,SHORING DECK PANEL BOLT(GRG.BM),4.1
250,10204,W8X10 STRINGER X 40'(GRG.BM),400
250,10205,W8X10 STRINGER X 30'(GRG.BM),300
250,10206,SHORING 7' SADDLE BEAM W8X13(GRG.BM),108
250,10207,"SHORING 1/2""X7"" HINGE PIN(GRG.BM)",0.4
020,10208,CHANNEL 25K/1 BOLT SLOT 6.3M,51.16
250,10209,"END BEAM 16/18X29.25X19""(GRG.BM)",100
250,10210,"END BEAM 16/18X29.25X17""(GRG.BM)",90
250,10211,"END BEAM 16/18X29.25X20""(GRG.BM)",105
250,10212,"SOFFIT FILLER PANEL 2""X10'(GRG.BM)",80
250,10213,"SOFFIT FILLER PANEL 2""X7'(GRG.BM)",56
250,10214,"SOFFIT FILLER PANEL 2""X2'(GRG.BM)",16
250,10215,"5' STL.SPLIT BEAM 14/16""X29 1/4""(GRG.BM)",440
250,10216,"2' STL.SPLIT BEAM 14/16""X29 1/4""(GRG.BM)",175
250,10217,"STL GB END BEAM 12"" 14/16""X 29 1/4""",74
250,10218,"STL GB END BEAM 10"" 14/16""X 29 1/4""",62
250,10219,"STL GB END BEAM 8"" 14/16""X 29 1/4""",49
060,10220,STEEL GUARDRAIL POST ASS'Y,22.2
060,10221,STEEL L GUARDRAIL POST BRKT ASS'Y,25.95
SW71,1022157,BRACE CROSS  5' X 2',6
020,10222,CHANNEL 25K/1 BOLT SLOT .54M,4.38
SW71,1022213,BRACE CROSS  7' X 2',9
020,10223,CHANNEL STRONGBACK 35K 7.56M,72.86
SW71,1022305,BRACE CROSS 10' X 2',14
07,10224,"HH BOLT 3/8"" - 16 X 5/8"" GR.5 ZINC",0.03
07,10225,"LOCK WASHER 3/8"" ZINC",0.01
020,10226,STL.GUARDRAIL BRACKET ASSY C/W GR POST 2M,28.97
020,10227,GUARDRAIL POST 2M (STEEL),17.86
020,10228,35K STRONGBACK SPLICE PLATE ASS'Y,10.14
07,10229,"HH BOLT ASS'Y 1/2""X150MM GR. 8.8",0.05
07,10230,"HH BOLT ASS'Y 1/2""X200MM GR. 8.8",0.09
07,10231,"HH BOLT ASS'Y 1/2""X250MM GR. 8.8",0.11
07,10232,"HH BOLT ASS'Y 1/2""X300MM GR. 8.8",0.79
020,10233,JUMP FORM CONNECTION ASSEMBLY,55.97
020,10234,STRONGBACK TUBE CONNECTOR,1.76
020,10235,BOLT SLOT LOCK BAR C/W A BOLT ASS'Y,0.82
020,10236,TOP PANEL CONNECTOR (STEEL),67.62
020,10237,GANGWALL CONNECTING RAIL 18',50
030,10238,190 DOUBLE WEB STRINGER 17',102
220,10239,HD STEEL POST SHORE #2 6'-11' (PS611 ULMA),62
SW64,1023SW,WELDMENT;TRIPOD;ST-27,0
220,10240,HD STEEL POST SHORE #3 8'-13' (PS813 ULMA),72
220,10241,HD STEEL POST SHORE #4 11'-16' (PS1116 ULMA),80
SW71,1024157,BRACE CROSS  5' X 4',7
020,10242,"25K OUTSIDE CORNER STRONGBACK ASSY, 3.42M",33.94
SW71,1024213,BRACE CROSS  7' X 4',11
08,10243,STORAGE RACK/FORMING & SHORING,118
SW71,1024305,BRACE CROSS 10' X 4',16
020,10244,TRUSS END BRACKET-ALUMINUM,4.28
060,10245,EXTENSION STAFF (STEEL) 1.794M,21.96
020,10246,GUARDRAIL POST W/RAIL CONNECTIONS-STEEL,24.43
020,10247,CATWALK ASSEMBLY-STEEL,46.05
040,10248,ALUMA FRAME 4'X3',28
060,10249,"TRUSS CROSS BRACE 9'10""",25
031,10250,250 DOUBLE WEB STRINGER 1.2M,27.63
2103,1025080,"POST SHORE, 25K (HILITE)",71.45
07,10251,"HEX HEAD BOLT GRADE 5 BARE  3/4""X4 1/2""",0.02
07,10252,"HEX NUT 3/4"" BARE",0.01
SW71,1025213,BRACE HORIZ  7',16
110,10253,"FLAT WASHER 3/4"" BARE",0.01
SW71,1025305,BRACE HORIZ 10',18
140,10254,SURELOCK BRACE (1M X 2.13M),12.6
140,10255,SURELOCK BRACE (2M X 0.65M),11.7
110,10256,"TAPER TIE 7/8' TO 3/4"" X 41""",4.65
250,10257,BEAM FORM 14/16 X 29.25 X 5',455
110,10258,PINLOCK O/S CORNER 12',105
07,10259,"3.75"" DEK PANEL FILLER HOOK",0.22
05,1026,"STAIRWAY 4"" TREAD/5X5 STD FRAME PAINTED",96
07,10260,".625"" DEK PANEL FILLER HOOK",0.04
07,10261,QUICK BRACE INNER LEG W/THUMBSCREW,1.76
07,10262,WINDLATCH (ALLRIGHT/15321-0110),0.05
031,10263,250 DOUBLE WEB STRINGER 35',247.74
010,10264,ALUMA BEAM 165 5.4M,72
011,10265,ALUMA BEAM 165 2.1M,27.61
021,10266,SH-B PANEL 60/280,132
021,10267,SH-B PANEL 80/140,92.4
021,10268,SH-B PANEL 60/140,81.4
021,10269,SH-B PANEL 080/280,167.2
021,10270,K10 CLAMP,8.58
021,10271,K30 CLAMP,13.42
021,10272,SH-B LIFTING EAR,13.2
021,10273,SH-B CONSOLE,12.98
021,10274,SH-B LONG STRUT,49.72
021,10275,SH-PLUG,0.01
250,10276,"STL GB END BEAM 6"" 14/16 X 29.25",37
250,10277,"STL GB END BEAM 13"" 14/16 X 29.25",80.5
250,10278,"STL GB END BEAM 14"" 14/16 X 29.25",86.5
250,10279,"STL GB END BEAM 15"" 14/16 X 29.25",93
250,10280,"STL GB END BEAM 18"" 14/16 X 29.25",111.5
250,10281,"STL GB END BEAM 18 1/2"" 14/16 X 29.25",114.5
250,10282,"STL GB END BEAM 19"" 14/16 X 29.25",118
250,10283,"STL GB END BEAM 20"" 14/16 X 29.25",124
250,10284,"STL GB END BEAM 21"" 14/16 X 29.25",130
250,10285,"STL GB END BEAM 29 1/2"" 14/16 X 29.25",182.9
220,10286,HEAVY DUT SHORING JACK 2M,39.64
220,10287,HEAVY DUT SHORING JACK 2.5M,47.62
060,10288,LATCH ANCHOR BEAMSIDE FORM W/BLT SLT 1.4M,3.77
060,10289,LATCH ANCHOR BEAMSIDE FORM W/BLT SLT 1.17M,3.15
05,1029,ARM SWING SCAFD.,22
060,10290,BEAMSIDE CHAMFER HINGE 1.07M,4.65
250,10291,W8X8X10 STEEL I BEAM,100
110,10292,COMBINATION NUT PLATE 118MM X 118MM,2.75
110,10293,D15 TIE BAR 1.2M,3.85
250,10294,SHORING FRAME 5'X3' (GRG.BM),75
250,10295,COUPLING PIN (GRG.BM),3.4
250,10296,"12"" LEG EXTENSION (GRG.BM)",6.72
07,102962,"PIGTAIL,125V TO 250V,CAP ENDS",0
07,102963,"PIGTAIL,125V TO 250V, OPEN END",0
250,10297,"STL.GB END BEAM 23 14/16"" X 29 1/4""",117
181,10298,"8"" CASTER C/W ATTCH.HW/ALUMA DEK RACK",6.72
250,10299,GIRDER PUSH PULL BRACE SHORT (GRGBM),28
011,103,BEAM ANTHES 7 1/2IN X 5FT,21
250,10300,SHORING FRAME 5'WX4' (GRGBM),85
2103,1030025,ALUM. FRAME 2'W X 3'H,
SW71,1030060,"GUARD RAIL 24""",2.5
2103,1030075,ALUM. FRAME 2'W X 6'H,26
SW71,1030078,"GUARD RAIL 31""",2.5
250,10301,"SHORING FRAME 5'WX5'3"" (GRGBM)",140
SW71,1030157,GUARD RAIL 05',4
250,10302,"SOFFIT FILLER PANEL 4""X10' (GRGBM)",95
SW64,103020,PLUG;ADAPTOR;H 2128 OR W 1744,0.2
2103,1030200,ALUM. FRAME 4'W X 4'H,19.4
SW71,1030213,GUARD RAIL 07',5.25
250,10303,"SOFFIT FILLER PANEL 10""X8' (GRGBM)",115
2103,1030300,ALUM. FRAME 4'W X 5'H,26.75
SW71,1030305,GUARD RAIL 10',8
250,10304,"SOFFIT FILLER PANEL 10""X10' (GRG BM)",145
2103,1030400,ALUM. FRAME 4'W X 6'H,29.4
250,10305,"SOFFIT FILLER PANEL 12""X6' (GRG BM)",100
250,10306,"SOFFIT FILLER PANEL 12""X8' (GRGBM)",105
250,10307,"SOFFIT FILLER PANEL 12""X10' (GRGBM)",160
250,10308,SCREWJACK TO FRAME INSERT (GRGBM),3
2103,1030800,EXT TUBE PLATE W/ BOLTS,4.2
250,10309,W8X10 STRINGER X 10' (GRGBM),100
250,10310,"SHORING 68"" SADDLE BEAM W8X13 (GRGBM)",103.5
250,10311,"END BEAM 14/16 X 29.25X12.5"" (GRGBM) ",62.5
SW71,1031157,GUARD RAIL F/WALK THU FRAME,0
250,10312,"END BEAM 14/16 X 29.25X12"" (GRGBM) ",60
250,10313,"END BEAM 14/16 X 29.25X16"" (GRGBM) ",70
2103,1031300,"ALUM EXT. TUBE 18""",1.74
250,10314,"END BEAM 14/16 X 29.25X35"" (GRGBM) ",180
2103,1031400,"ALUM EXT. TUBE 30""",2.9
250,10315,"END BEAM 14/16 X 29.25X40"" (GRGBM) ",187
2103,1031500,"ALUM EXT. TUBE 48""",4.8
250,10316,"END BEAM 24/24 X 29.25X11"" (GRGBM) ",70
250,10317,"END BEAM 24/24 X 29.25X13"" (GRGBM) ",80
250,10318,"END BEAM 24/24 X 29.25X14"" (GRGBM) ",85
2103,1031800,EXT. TUBE SUPPORT PIN,0.8
250,10319,"END BEAM 24/24 X 29.25X17"" (GRGBM) ",100
2103,1031900,"ADAPTOR 6""",0.5
250,10320,"END BEAM 24/24 X 29.25X23"" (GRGBM) ",120
250,10321,"END BEAM 24/24 X 29.25X35"" (GRGBM) ",200
250,10322,"END BEAM 24/24 X 29.25X37"" (GRGBM) ",210
2103,1032200,"SWIVEL SCREWJACK 24""",14.2
2101,1032201,"STABILIZER, SCREWJACK RED 24"" (HILITE)",0.1
2103,1032202,"SCREW JACK 24"", BLUE W 8X10 U HD (HILITE)",0.1
2103,1032203,"SCREW JACK 24"",RED W 8X10 U HD (HILITE)",0.1
250,10323,"SPLIT BEAM 14/16 X 26 1/4"" X4' (GRGBM)",82
250,10324,"SPLIT BEAM 7/8 X 26 1/4"" X10' (GRGBM) ",180
250,10325,"SPLIT BEAM 7/8 X 29 1/4"" X8' (GRGBM) ",160
250,10326,"SPLIT BEAM 7/8 X 29 1/4"" X10' (GRGBM) ",200
250,10327,"SPLIT BEAM 12/12 X 29 1/4"" X3' (GRGBM) ",145
250,10328,"SPLIT BEAM 12/12 X 29 1/4"" X4' (GRGBM) ",188.5
250,10329,"SPLIT BEAM 12/12 X 29 1/4"" X 5' (GRGBM)",188.5
05,1033,"LADDER SCAFD.5FT C/W BRKT & 2""WDG CLAMP",18
250,10330,"SPLIT BEAM 12/12 X 29 1/4"" X 6' (GRGBM)",200
2103,1033000,DUAL SYSTEM SCREWJACK,13
250,10331,"SPLIT BEAM 12/12 X 29 1/4"" X 7' (GRGBM)",212.5
2103,1033100,DUAL SYSTEM SWIVEL BASE,
250,10332,"SPLIT BEAM 12/12 X 29 1/4"" X 8' (GRGBM)",221
2103,1033200,"SCREWJACK 32""",
250,10333,"SPLIT BEAM 12/12 X 29 1/4"" X 10' (GRGBM)",234
250,10334,"SPLIT BEAM 12/12 X 29 1/4"" X 8' - 14/16SE (GRGBM)",223
2103,1033400,EXT TUBE BASE PLT C/W COTTER PIN,4.2
250,10335,"SPLIT BEAM 12/12 X 29 1/4"" X 10'' - 14/16SE (GRGBM",235
250,10336,"SPLIT BEAM 12/12 X 29 1/4"" X 10' - 24/24SE (GRGBM)",235
2103,1033600,"SADDLE BEAM C/W ENDS 6-1/2""X4'",16.5
250,10337,"SPLIT BEAM 12/12 X 29 1/4"" X 10' - 24/24SEX22 1/4 ",236
2170,1033700,"SADDLE BEAM 6.5""X5'",21.2
07,10338,STD GLIDE BEARING ROLLER(MODEL 1654-2RS),0.07
250,10339,"END BEAM 24/24 X 29.25 X 10"" (GRG BM)",70
07,10340,"HANDSET C STIFFENER 28"" RPR",3.56
07,10341,"HANDSET END RAIL 26"" RPR",2.31
07,10342,"HANDSET END RAIL 28"" RPR",2.49
07,10343,"HANDSET C STIFFENER 26"" RPR",3.28
280,10344,EASY SET ALUMINUM PANEL,0.14
240,10345,"HI FLYER CASTELITED BEAM 25"" DEEP  X  6'",240
2103,1034500,LEDGER BEAM 6' (ALUMINUM),22.5
240,10346,"HI FLYER CASTELITED BEAM 25"" DEEP X  5'",240
2103,1034600,COUPLING PIN,1
240,10347,"HI FLYER STRUT W/O SCREW & HW 64.75""-74.75""",49
240,10348,"HI FLYER STRUT 64.75""-74.75"" C/W SCEW & HW",87.6
4999,1034800,BEAM CLIP ASSY W/BOLT,0.5
020,10349,25K O/S CORNER STRONGBACK LH 3M,17.99
020,10350,25K O/S CORNER STRONGBACK RH 3M,11.24
0412,10351,UPPER SIDE MEMBER WELDMENT LH,75.71
0412,10352,UPPER SIDE MEMBER WELDMENT RH,75.71
0412,10353,CROSS MEMBER WELDMENT,36.54
0412,10354,UPPER BEAM C,64.16
0412,10355,UPPER BEAM D,63.48
0412,10356,UPPER BEAM B,54
0412,10357,UPPER BEAM A,47.71
0412,10358,UPPER BEAM E LH,20
0412,10359,UPPER BEAM E RH,20
05,1036,"BRACKET LADDER SCAF(PAINTD). C/W 2""CLMP",6
0412,10360,UPPER BEAM F RH,16.13
SW71,1036000,GUARD RAIL POST,8.5
0412,10361,UPPER VERTICAL MEMBER LH,41.89
0412,10362,UPPER VERTICAL MEMEBER RH,42.59
0412,10363,CANTILEVER SUPPORT BEAM RH,29
0412,10364,CANTILEVER SUPPORT BEAM LH,29
0412,10365,CROSS MEMBER WELDMENT,34.78
0412,10366,DIAGONAL BRACE,38.58
0412,10367,UPPER INFILL PANEL,32.55
0412,10368,LOWER BASE FRAME ASSEMBLY,71.01
0412,10369,VERTICAL MEMBER WELDMENT,21.62
0412,10370,SUSPENSION BRACKET,7.78
0412,10371,UPPER END DECK,33.96
0412,10372,UPPER DECK B,49.56
0412,10373,UPPER DECK C-RH,30.03
0412,10374,UPPER DECK C-LH,30.03
0412,10375,UPPER DECK D-RH,32.75
0412,10376,UPPER DECK D-LH,32.75
0412,10377,UPPER DECK E-RH,45.84
0412,10378,UPPER DECK E-LH,45.84
0412,10379,UPPER DECK F,28
240,10380,CROSS BRACE  L  BRACKET HI FLYER,3
0202,10381,"FOLDING CORNER DECK 3'6""X3'6""",38.9
0412,10382,"COLLAPSIBLE LADDER (ALUM) 3'8"" HIGH  ",14.96
